Sample,SiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,K2O,TiO2,P2O5,MnO,longitude,latitude,block,samplecomp,Sc,V,Cr,Mn,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,Ta,W,Th,U
B298,64.3,15.8,4.99,1.95,4.64,3.12,2.71,0.77,0.2,0.08,-116.33,33.6697,SanJacinto,b-298,9.03,76.15,21.57,0.1,12.31,5.5,25.79,76.32,104,462.38,23.69,172.4,17.7,2.66,2.29,890.42,29.97,66.52,8.84,33.3,7.22,1.61,5.59,0.81,4.56,0.94,2.69,0.32,2.35,4.92,2.14,0.41,16.53,3.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B299,65.2,16.2,4.43,1.48,4.25,3.53,2.84,0.76,0.24,0.06,-116.3316,33.64,SanJacinto,b-299,3.51,52.03,17.51,0.08,8.48,3.46,21.51,72.82,113,497.83,18.43,242.05,21.42,3.63,2.04,1298.3,54.13,127.33,15.15,55.8,11.84,2.7,7.99,1.33,5.96,1.4,2.88,0.76,2.28,7.21,2.77,0.76,24.43,3.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B300,61,17.1,5.94,2.28,5.05,3.49,2.58,0.85,0.25,0.09,-116.3647,33.6132,SanJacinto,b-300,10.44,96.2,25.53,0.11,14.41,5.88,46.84,76.05,72.3,604.23,19,131.12,11.77,1.43,0.86,1194.65,34.47,64.34,7.66,31.18,6.7,1.54,5.21,0.76,4.47,0.87,2.2,0.28,1.77,3.51,0.65,0.19,4.61,0.56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B301,64.3,15.7,5.08,1.98,4.58,3.14,2.72,0.81,0.22,0.08,-116.377,33.6709,SanJacinto,b-301,5.78,77.09,23.19,0.11,9.24,3.24,20.88,70.31,105,426.8,19,160.19,21.85,3.05,3.16,1010.03,57.1,126.35,14.07,52.17,9.64,2.14,6.61,1.02,5.05,0.89,2.77,0.39,2.49,4.53,2.97,0.39,37.93,5.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B302,63.9,15.8,5.25,1.9,4.41,2.94,3.21,0.75,0.21,0.09,-116.435,33.7221,SanJacinto,b-302,6.8,83.11,31.67,0.11,11.21,3.6,28.53,62.14,115,451.1,16.71,170.46,14.27,3.15,2.75,1298.36,36.84,78.99,9.5,36.53,8.19,1.88,5.56,0.87,4.6,1,2.33,0.62,2.01,6.46,1.74,0.73,26.25,4.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B303,66.2,15.9,3.94,1.15,3.98,3.23,3.09,0.61,0.23,0.06,-116.4672,33.7236,SanJacinto,b-303,1.3,52.66,17.84,0.07,6.93,1.92,28.88,60.43,102,534.92,14.18,261.72,14.81,3.36,2.17,1587.41,53.72,111.14,12.56,45.05,7.61,2.06,4.81,0.67,3.7,0.82,1.82,0.2,1.53,7.19,2.23,0.47,28.37,4.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B304,60.9,16.9,6.13,2.37,5.41,3.46,2.17,0.9,0.25,0.1,-116.4717,33.6929,SanJacinto,b-304,12.87,89.66,25.14,0.13,14.35,5.77,22.46,92.08,111,417.15,22.56,176.75,19.53,2.96,2.95,373.58,44.35,86.18,9.82,38.17,7.79,1.72,5.73,0.89,4.63,0.77,2.38,0.3,2.01,4.46,1.56,0.88,22.17,3.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B305,61.1,16.6,6.15,2.43,4.94,3.65,2.28,0.9,0.26,0.12,-116.4341,33.6924,SanJacinto,b-305,12.29,86.16,27.05,0.16,14.5,5.53,29.09,98.69,153,374.42,23.74,206.27,19.51,2.34,3.38,313.16,44.58,91.06,10.79,39.46,7.83,1.26,5.76,0.83,5.01,0.86,2.67,0.39,2.64,5.48,1.72,0.45,28.11,3.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B306,64,16,5,1.87,4.52,3.15,2.96,0.75,0.23,0.08,-116.4666,33.6676,SanJacinto,b-306,9.6,73.17,17.63,0.11,11.02,3.29,16.58,74.27,126,404.79,15.94,181.01,13.7,2.51,3.39,732.68,36.32,76.71,8.11,30.22,6.22,1.39,4.19,0.55,3.48,0.67,1.79,0.28,1.82,4.93,1.19,0.34,21.39,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B307,64.6,15.7,4.93,1.98,4.64,3.13,2.82,0.74,0.2,0.07,-116.4342,33.6708,SanJacinto,b-307,9.8,71.77,26.41,0.1,10.65,3.94,18.61,69.17,87.6,449.15,18.05,178.43,12.21,2.33,2.34,999.61,49.6,92.88,10.47,37.03,5.88,1.32,4.55,0.8,3.34,0.81,1.79,0.24,1.91,4.8,0.86,0.41,27.33,3.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B308,61.8,16.7,5.6,2.18,5.19,3.26,2.31,0.89,0.25,0.08,-116.4364,33.6406,SanJacinto,b-308,7.98,78.72,21.38,0.1,12.62,3.63,21.22,68.62,107,467.81,20.32,193.71,16.32,3.05,2.84,645.48,50.99,102.56,12.07,40.59,7.41,1.63,5.43,0.7,4.32,0.8,1.99,0.41,2.09,4.75,1.44,0.54,26.24,3.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B309,67.3,15,3.91,1.2,3.51,3.23,3.24,0.63,0.19,0.06,-116.4698,33.6387,SanJacinto,b-309,4.8,41.74,20.01,0.09,7.92,2.89,25.98,74.39,112,446.56,15.92,222.46,15.56,3.69,2.72,899.19,37.64,77.77,9.29,34.05,6.43,1.48,4.51,0.59,3.2,0.53,1.78,0.19,1.44,5.25,1.54,0.52,18.02,3.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B310,62,16.2,5.79,2.32,4.8,3.08,2.94,0.91,0.26,0.09,-116.4736,33.6114,SanJacinto,b-310,10.82,84.06,25.79,0.12,14.67,6.38,25.01,86.01,121,435.31,24.8,196.44,15.33,2.49,3.92,869.1,35.43,76.91,9.37,36.9,7.84,1.6,5.85,0.93,4.97,0.91,2.75,0.39,2.45,5.13,1.72,0.43,24.82,3.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B311,61.8,16.9,5.52,2.02,5.14,3.49,2.35,0.84,0.29,0.08,-116.4342,33.6121,SanJacinto,b-311,8.75,78.35,23.37,0.09,11.38,4,16.45,77.14,94.4,500.57,16.6,220.45,15.71,3.41,2.6,830.22,38.09,88.2,10.04,41.72,8.8,2.22,6.1,0.98,4.7,0.96,2.24,0.48,1.88,6.98,1.72,0.66,21.55,4.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B312,75.8,12.7,1.34,0.1,0.49,3.34,5.1,0.03,0.05,0.09,-116.3985,33.4646,SanJacinto,b-312,6.8,4.81,13.64,0.11,0.41,2.23,16.88,15.41,109,40.86,71.31,56.59,5.84,3.03,1.27,357.53,16.6,45.76,5.57,23.06,8.55,0.57,9.69,2.35,15.05,3.56,11.45,2.14,13.82,4.68,0.59,0.32,14.33,3.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B313,74.8,13.2,1.75,0.17,1.22,3.45,4.01,0.11,0.06,0.05,-116.3613,33.4427,SanJacinto,b-313,8.1,9.73,34.22,0.09,1.55,2.22,13.72,45.7,134,104.4,41.85,127.48,10.99,3.14,3.91,1276.72,18.79,50.79,6.14,28.95,7.89,1.01,7.91,1.51,10.27,2.02,6.83,0.94,6.7,4.93,1.19,0.61,12.38,5.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B314,71.9,14.3,3.36,0.34,1.68,3.82,3.49,0.2,0.1,0.09,-116.3566,33.4672,SanJacinto,b-314,4.17,11.48,21.15,0.11,2.45,3.11,37.58,49.57,145,146.02,27.92,138.65,13.41,1.93,7.29,896.9,22.43,53.43,5.81,24.87,6.48,1.19,5.66,0.73,6.71,1.18,4.87,0.86,6.1,5.11,2.55,0.91,13.26,5.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B315,62.9,17,5.31,1.71,5.26,3.49,1.93,0.84,0.24,0.08,-116.6509,33.6696,SanJacinto,b-315,5.96,61.71,13.79,0.08,9.72,2.66,9.15,58.12,65.7,458.93,10.5,154.2,8.83,2.33,2.5,902.31,22.63,48.92,6.22,26.2,6.36,2.03,4.4,0.7,3.59,0.58,1.74,0.24,1.65,4.83,0.87,0.68,10.16,3.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B317,64.7,16.7,4.38,1.34,4.8,3.78,1.62,0.74,0.22,0.06,-116.7907,33.6881,SanJacinto,b-317,6.33,49.44,10.77,0.07,6.9,1.57,22.65,64.73,49.6,520.49,13.56,160.7,8.89,1.6,1.67,787.55,22.04,49.43,6.71,26.83,6.23,1.58,4.38,0.64,3.03,0.67,1.41,0.17,1.6,4.51,0.89,0.13,6.72,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B318,63.4,16.8,4.78,1.61,5.16,3.68,1.85,0.93,0.23,0.07,-116.7537,33.6845,SanJacinto,b-318,6.96,57.36,9.95,0.08,8.17,2.78,8.32,62.84,58,575.13,14.02,138.75,10.35,2.63,1.46,877.7,21.43,49.3,6.56,27.97,5.97,1.47,4.4,0.63,3.33,0.61,1.49,0.21,1.25,3.75,0.67,0.2,5.3,1.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B319,64.7,16.5,4.22,1.39,4.77,3.8,1.75,0.76,0.23,0.06,-116.7565,33.6597,SanJacinto,b-319,5.98,56.26,9.05,0.08,7.78,1.46,7.14,66.1,51.1,543.46,15.19,151.05,9.77,2.84,1.27,1093.52,23.67,52.73,7.2,28.3,6.16,1.6,4.87,0.61,3.63,0.52,1.61,0.38,1.46,3.7,0.9,0.17,6.25,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B320,62,17.2,5.11,1.83,5.47,3.66,1.74,1.02,0.27,0.07,-116.7189,33.6862,SanJacinto,b-320,8.34,68.52,10.32,0.09,9.09,1.37,8.89,78.3,56.2,600.03,17.52,164.14,10.24,2.37,1.6,875.24,20.91,47.2,6.97,29.35,7.19,1.71,4.26,0.7,3.92,0.77,1.76,0.18,1.47,4.18,0.76,0.32,5.11,1.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B321,63.2,16.8,4.84,1.61,5.11,3.73,1.75,0.9,0.23,0.06,-116.7142,33.6622,SanJacinto,b-321,6.92,58.19,8.66,0.08,8.92,1.87,9.25,77.87,53.3,576.44,14.6,220.21,9.06,1.98,1.52,862.67,24.13,53.98,6.94,29.46,6.37,1.47,4.58,0.71,3.43,0.67,1.49,0.23,1.19,5.57,0.78,0.27,6.14,1.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B322,63.8,16.4,4.86,1.65,5.14,3.68,1.84,0.91,0.24,0.07,-116.7142,33.6302,SanJacinto,b-322,7.6,63.62,14.11,0.08,9.3,1.88,6.8,62.12,53.5,571.01,15.91,190.13,10.76,1.48,1.23,812.22,34.6,73.57,9.26,36.74,7.2,1.62,5.14,0.75,3.74,0.66,2.06,0.31,1.48,4.99,1.02,0.28,10.77,1.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B323,62.2,17.5,4.91,1.75,5.49,3.98,1.55,0.96,0.26,0.06,-116.6837,33.6318,SanJacinto,b-323,7.72,67.77,23.65,0.08,9.71,2.63,12.99,85.33,49.1,642.93,14.55,179.68,8.64,1.58,1.73,755.19,33.39,68.15,8.41,32.69,6.32,1.47,4.41,0.51,3.14,0.59,1.62,0.21,1.35,4.62,0.53,0.3,9.24,1.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B324,65.4,16.4,4.4,1.33,4.65,3.88,1.43,0.74,0.21,0.06,-116.6472,33.6034,SanJacinto,b-324,10.88,51.49,17.18,0.07,7.32,2.82,10.45,75.05,44.7,511.09,10.95,174.7,7.58,2.5,1.51,803.66,37.09,82.03,8.85,30.61,5.18,1.52,3.19,0.44,2.43,0.38,1.41,0.21,1.22,5.11,0.53,0.44,11.52,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B325,64.9,16.1,4.91,1.78,4.23,3.29,2.1,0.84,0.2,0.07,-116.5308,33.4812,PerrisBlock,b-325,8.64,61.38,11.94,0.09,9.14,4.64,3.14,71.13,98.9,349.44,8.88,145.82,9.66,3.11,4.09,816.5,24.95,54.26,5.83,22.27,3.68,0.97,2.79,0.39,2.11,0.31,1.02,0.15,0.85,3.8,0.9,1,10.76,1.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-326,63.1,15.9,5.92,2.8,4.7,3.03,2.52,0.79,0.16,0.09,-116.4788,33.4226,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-327,65.2,15.8,5.19,1.69,4.5,3.68,2.17,0.66,0.16,0.08,-116.4309,33.4037,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B328,68,14.8,4.22,1.12,3.64,3.58,2.31,0.52,0.15,0.06,-116.3801,33.3729,PerrisBlock,b-328,5.89,57.43,11.36,0.08,7.19,3.82,4.75,38,83.9,261.8,26.18,212.46,7.99,3.08,2.43,1107.76,14.13,39.04,4.79,20.53,5.29,1.15,4.44,1.02,4.68,1.08,2.9,0.52,2.41,5.38,0.73,0.44,5.49,1.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B329,48.5,19.9,7.03,7.2,12.7,1.67,0.39,0.56,0.11,0.12,-117.4952,33.9436,PerrisBlock,b-329,25.41,140.47,371.2,0.14,35.45,27.12,33.95,58.52,13,322.48,9.26,32.08,1.4,1.29,0.77,180.18,4.22,9.71,1.44,6.23,1.9,0.54,1.86,0.35,1.72,0.39,0.96,0.27,0.93,0.91,0.17,0.51,0.85,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B330,75,12.6,2.08,0.28,1.29,3.34,4.07,0.19,0.05,0.03,-117.5189,33.9155,PerrisBlock,b-330,3.93,13.62,8.68,0.04,2.78,2.09,29.47,26.5,164,96.79,19.46,109.49,5.86,8.5,4.32,928.72,23.16,50.05,5.26,16.9,3.47,0.56,2.28,0.42,2.88,0.65,2.07,0.28,2.36,3.42,0.69,0.26,18.87,4.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B332,73.9,13,2.16,0.38,1.65,3.24,3.76,0.24,0.08,0.02,-117.4628,33.8546,PerrisBlock,b-332,7.57,17.34,5.6,0.03,2.69,2.82,17.58,29.94,154,128.98,25.3,144.02,6.1,4.59,3.92,824.9,19.79,42.98,4.66,16.84,3.63,0.51,3.14,0.63,3.32,0.73,2.15,0.32,2.15,3.82,0.56,0.45,15.25,2.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B333,74.2,13.1,2.39,0.39,2.07,3.39,3.12,0.24,0.08,0.03,-117.4333,33.8266,PerrisBlock,b-333,7.64,20.08,6.05,0.03,2.78,3.16,23.05,36.24,105,142.04,29.33,122.76,5.7,2.5,2.42,702.41,19.35,43.3,5.41,19.64,4.66,0.55,4.13,0.77,4.54,0.89,2.86,0.37,2.55,3.5,0.48,0.47,17.07,2.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B334,74.9,12.8,1.69,0.29,1.24,3.34,3.9,0.19,0.11,0.03,-117.3965,33.7961,PerrisBlock,b-334,4.5,8.08,3.26,0.04,1.69,1.13,4.37,27.2,185,105.54,17.08,133.78,5.39,2.07,7.79,803.24,20.75,39.27,4.27,14.33,2.29,0.4,2.06,0.42,2.47,0.56,1.64,0.3,1.81,3.61,0.66,0.61,18.88,2.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B335,49.7,19.2,8.41,6.39,11,2.34,0.34,0.83,0.17,0.14,-117.3968,33.8551,PerrisBlock,b-335,29.51,200.45,138.66,0.18,31.38,17.77,35.03,68.88,7,378.72,13.41,44.68,2.54,1.44,0.3,133.1,5.91,14.15,1.92,9.71,2.29,0.9,2.38,0.45,2.46,0.54,1.27,0.31,0.99,1.31,0.11,0.09,0.71,0.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B336,58.8,16.8,7.52,3.33,6.63,3.05,1.43,0.85,0.16,0.12,-117.3597,33.9397,PerrisBlock,b-336,22.47,147.85,28.35,0.15,21.06,5.56,15.15,98.05,53.8,281.37,26.98,141.56,4.78,1.87,1.66,649.96,12.44,30.36,4.57,18.79,4.96,0.89,4.27,0.71,4.39,0.87,2.57,0.36,2.38,3.75,0.28,0.25,4.02,0.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-337,70.1,14.4,3.48,1.17,3.21,3.06,3.12,0.46,0.18,0.05,-117.3236,33.9697,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-338,71.6,14.6,3.23,0.56,3.17,3.89,1.16,0.29,0.13,0.03,-117.2904,33.9986,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B339,61.7,17,5.61,2.54,6.03,3.55,1.21,0.71,0.18,0.09,-117.3261,33.9133,PerrisBlock,b-339,14.14,105.92,32.73,0.12,13.94,4.83,7.78,66.3,38.1,377.39,17.37,130.94,4.15,3.36,1.12,608.2,10.96,26.9,3.75,15.7,3.39,0.96,3.07,0.53,3.08,0.71,1.99,0.29,1.62,3.49,0.34,0.26,3.66,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B340,62.1,16.5,5.91,2.55,5.74,3.37,1.49,0.71,0.17,0.09,-117.2911,33.8856,PerrisBlock,b-340,25.31,123.68,37.31,0.12,12.98,5.6,8.68,64.05,55.2,313.91,19.44,101.31,4.08,2.23,1.85,685.35,20.56,43,5.04,19.12,3.99,1.06,3.65,0.59,3.38,0.7,2.03,0.34,1.43,2.47,0.33,0.41,10.03,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B341,54.3,18.4,7.92,4.04,8.43,2.82,1.13,0.98,0.16,0.13,-117.3287,33.8549,PerrisBlock,b-341,31.9,185.85,43.26,0.17,24.18,4.87,9.99,58.96,43,306.16,21.16,107.61,3.79,2.09,1.3,286.47,9.16,21.9,2.87,12.46,3.33,0.85,3.48,0.64,3.66,0.78,2.05,0.36,2.01,2.84,0.33,0.4,2.96,0.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B342,57.7,17.2,7.43,3.36,6.85,3.44,1.46,0.86,0.17,0.12,-117.3276,33.7971,PerrisBlock,b-342,24.3,149.24,48.27,0.16,22.07,9.91,20.78,64.87,65,264.71,22.29,182.2,4.51,2.2,1.95,421.23,11.93,27.34,3.64,15.43,4.07,0.97,3.56,0.54,3.72,0.71,2.19,0.43,2.08,4.75,0.26,0.56,6.3,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B343,62.9,16.3,5.75,2.49,5.62,3.38,1.7,0.67,0.14,0.1,-117.2913,33.8282,PerrisBlock,b-343,18.41,108.14,31.83,0.12,15.3,4.42,7.43,43.51,64.5,273.08,19.52,96.84,4,0.99,1.68,570.66,16.38,34.44,4.17,16.82,3.48,0.84,3.01,0.49,3.2,0.66,2.12,0.31,1.95,2.95,0.39,0.21,7.34,0.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B344,62.2,16.1,6.2,2.68,5.39,3.5,1.81,0.76,0.18,0.1,-117.2559,33.7985,PerrisBlock,b-344,18.66,114.89,33.72,0.13,15.61,5.92,4.6,61.72,66.7,292.47,19.32,82.52,4.52,1.52,1.68,704.87,10.16,22.29,3.49,14.05,3.5,1.14,3.38,0.57,3.08,0.81,1.98,0.46,1.67,2.29,0.71,0.24,2.54,1.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B345,63.6,15.7,5.88,2.37,5.46,3.29,1.46,0.65,0.16,0.1,-117.2909,33.7698,PerrisBlock,b-345,19.67,141.56,51.07,0.12,13.31,11.78,17.9,57.77,46.7,215.59,26.97,183.02,5.05,2.88,1.73,559.86,14.19,32.1,4.13,17.14,3.27,1,3.8,0.63,4.01,0.84,2.44,0.44,2.66,4.71,0.34,0.41,4.76,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B346,73.3,13.2,2.64,0.34,1.89,3.84,2.99,0.22,0.09,0.06,-117.3206,33.7411,PerrisBlock,b-346,10.01,12.46,5.13,0.07,3.12,0.92,2.38,49.31,124,121.9,32.99,160.67,6.35,2.74,4.72,791.71,21.13,44.65,5.81,21.66,4.45,0.86,4.37,0.79,4.63,0.97,2.95,0.46,2.8,3.68,0.5,0.39,11.89,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B347,58.6,16.9,7.72,3.17,6.54,3.28,1.21,0.81,0.18,0.13,-117.2862,33.7123,PerrisBlock,b-347,22.21,157.72,32.64,0.17,22.61,14.67,13.03,85.07,41.5,261.07,24.08,126.81,4.37,1.84,1.88,351.18,10.42,22.49,2.8,13.22,3.14,1.11,3.18,0.53,3.63,0.8,2.23,0.36,2.32,3,0.36,0.23,5.04,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B348,74.9,12.8,2.25,0.25,1.5,3.87,3.08,0.21,0.11,0.04,-117.2847,33.6562,PerrisBlock,b-348,8.26,12.41,5.32,0.06,2.46,1.87,2.88,24.88,77.9,118.14,26.45,159.64,6.57,2.42,1.16,739.65,24.47,53.67,6.08,22.93,5.2,0.81,3.97,0.68,4.07,0.91,2.98,0.45,2.91,4.13,0.62,0.22,8.22,1.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B349,50.2,17.8,9.33,5.67,10.7,2.5,0.58,0.97,0.13,0.16,-117.2506,33.6273,PerrisBlock,b-349,35.13,217.57,176.18,0.19,32.65,9.75,20.7,49.69,14.6,303.47,18.11,57.37,3.07,1.44,0.35,157.67,7.02,16.34,2.23,10.67,3.09,1.06,3.22,0.59,3.47,0.83,2.12,0.36,2.17,2.08,0.31,0.22,3.92,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B350,68.7,14.6,4.38,1.06,3.29,3.64,2.34,0.49,0.14,0.08,-117.217,33.654,PerrisBlock,b-350,10.96,75.41,14.46,0.11,8.96,1.94,3.57,46.82,70.5,229.68,23.86,128.51,6.69,2.59,2.66,691.65,14.57,35.83,4.47,18.15,4.89,1.14,5.4,0.78,5.05,0.89,2.88,0.4,2.65,4.21,0.55,0.41,8.18,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B351,68.2,15.1,4.01,1.15,3.53,3.87,1.99,0.43,0.14,0.07,-117.1567,33.7134,PerrisBlock,b-351,9.79,62.06,12.97,0.11,9.17,6.07,6.14,61.95,75.1,236.43,24.62,155.53,6.67,1.97,3.2,591.67,18.22,40.88,4.57,19.73,4.4,1.02,3.45,0.55,4.01,0.95,2.66,0.46,2.66,3.84,0.74,0.25,6.42,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B352,60.8,16.7,6.56,2.68,5.93,2.95,1.88,0.72,0.15,0.1,-117.151,33.7718,PerrisBlock,b-352,17.1,144.36,16.77,0.13,20.04,3.77,10.01,54.63,73.8,281.49,17.82,93.35,4.63,1.91,2.4,870.48,19.21,41.87,4.87,19.21,4.21,1.06,3.4,0.67,3.48,0.79,2.11,0.32,2.02,3.06,0.37,0.42,8.96,1.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B353,61,17.5,6.06,2.51,6.43,3.15,1.16,0.67,0.17,0.09,-117.118,33.7964,PerrisBlock,b-353,14.6,112.45,16.63,0.11,16.58,3.97,6.64,68.02,41,331.66,12.01,74.31,3.4,1.98,1.31,594.22,11.06,22.12,2.82,11.52,2.47,0.77,2.26,0.43,2.19,0.55,1.39,0.15,1.17,2.07,0.27,0.29,2.02,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B354,64.5,15.7,5.64,1.97,4.95,3.42,1.71,0.69,0.19,0.1,-117.1809,33.9183,PerrisBlock,b-354,13.75,94.28,23,0.11,11.76,4.16,8.16,63.39,76.9,216.23,25.78,167.46,5.62,1.77,2.78,797.34,16.03,38.92,4.66,21.63,5.53,1.2,5.25,0.82,5.23,0.96,3.04,0.39,2.69,5.08,0.53,0.35,6.65,1.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B355,67.4,14.8,4.36,1.39,3.67,3.26,2.98,0.53,0.13,0.07,-117.1524,33.8906,PerrisBlock,b-355,13.74,73.81,21.14,0.1,9.6,3.51,13.05,61.14,99,201.9,19.86,153.16,3.92,1.35,2.5,873.94,11.74,24.4,3.5,15.48,3.61,1.01,3.38,0.69,3.52,0.67,1.93,0.3,1.68,4.09,0.37,0.21,6.47,1.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B356,68.9,15,3.77,0.95,2.69,3.59,2.86,0.48,0.26,0.05,-117.113,33.8521,PerrisBlock,b-356,9.92,55.82,13,0.06,5.74,2.84,4.27,142.05,94.9,195.02,12.97,165.85,8.45,2.3,4.02,1411.48,15.89,34.97,4.19,18.28,3.87,1.08,3.7,0.5,2.91,0.45,1.19,0.15,0.94,4.02,0.44,0.32,5.07,0.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
